ReactionID	Flux	Equation	EC	Kcat_MW	E
R478_num9	0.0	C8OACP_c + h_c + nadph_c --> C8HACP_c + nadp_c	1.1.1.100,1.1.1.-,2.3.1.85,2.3.1.86	240.666	0.0
R478_num8	0.0	C8OACP_c + h_c + nadph_c --> C8HACP_c + nadp_c	1.1.1.100,1.1.1.-,2.3.1.85,2.3.1.86	251.031	0.0
R478_num7	0.0	C8OACP_c + h_c + nadph_c --> C8HACP_c + nadp_c	1.1.1.100,1.1.1.-,2.3.1.85,2.3.1.86	557.646	0.0
R478_num6	0.0	C8OACP_c + h_c + nadph_c --> C8HACP_c + nadp_c	1.1.1.100,1.1.1.-,2.3.1.85,2.3.1.86	1627.676	0.0
R478_num5	0.0	C8OACP_c + h_c + nadph_c --> C8HACP_c + nadp_c	1.1.1.100,1.1.1.-,2.3.1.85,2.3.1.86	716.749	0.0
R478_num4	0.0	C8OACP_c + h_c + nadph_c --> C8HACP_c + nadp_c	1.1.1.100,1.1.1.-,2.3.1.85,2.3.1.86	2411.841	0.0
R478_num2	0.0	C8OACP_c + h_c + nadph_c --> C8HACP_c + nadp_c	1.1.1.100,1.1.1.-,2.3.1.85,2.3.1.86	3614.833	0.0
R477_num5	0.0	C60ACP_c + h_c + malACP_c --> ACP_c + C8OACP_c + co2_c	2.3.1.41,2.3.1.85,2.3.1.86,2.3.1.179	716.749	0.0
R477_num13	0.0	C60ACP_c + h_c + malACP_c --> ACP_c + C8OACP_c + co2_c	2.3.1.41,2.3.1.85,2.3.1.86,2.3.1.179	929.524	0.0
R477_num12	0.0	C60ACP_c + h_c + malACP_c --> ACP_c + C8OACP_c + co2_c	2.3.1.41,2.3.1.85,2.3.1.86,2.3.1.179	353.036	0.0
R477_num11	0.0	C60ACP_c + h_c + malACP_c --> ACP_c + C8OACP_c + co2_c	2.3.1.41,2.3.1.85,2.3.1.86,2.3.1.179	343.98	0.0
R477_num10	0.0	C60ACP_c + h_c + malACP_c --> ACP_c + C8OACP_c + co2_c	2.3.1.41,2.3.1.85,2.3.1.86,2.3.1.179	113.753	0.0
R477_num9	0.0	C60ACP_c + h_c + malACP_c --> ACP_c + C8OACP_c + co2_c	2.3.1.41,2.3.1.85,2.3.1.86,2.3.1.179	240.666	0.0
R477_num8	0.0	C60ACP_c + h_c + malACP_c --> ACP_c + C8OACP_c + co2_c	2.3.1.41,2.3.1.85,2.3.1.86,2.3.1.179	251.031	0.0
R477_num7	0.0	C60ACP_c + h_c + malACP_c --> ACP_c + C8OACP_c + co2_c	2.3.1.41,2.3.1.85,2.3.1.86,2.3.1.179	557.646	0.0
R477_num6	0.0	C60ACP_c + h_c + malACP_c --> ACP_c + C8OACP_c + co2_c	2.3.1.41,2.3.1.85,2.3.1.86,2.3.1.179	1627.676	0.0
R473_num3	0.0	C6OACP_c + h_c + nadph_c --> C6HACP_c + nadp_c	1.1.1.100,1.1.1.-,2.3.1.85,2.3.1.86	1200.119	0.0
R473_num2	0.0	C6OACP_c + h_c + nadph_c --> C6HACP_c + nadp_c	1.1.1.100,1.1.1.-,2.3.1.85,2.3.1.86	3614.833	0.0
R472_num13	0.0	C40ACP_c + h_c + malACP_c --> ACP_c + C6OACP_c + co2_c	2.3.1.41,2.3.1.85,2.3.1.86,2.3.1.179	929.524	0.0
R468_num2	0.0	actACP_c + h_c + nadph_c --> C4HACP_c + nadp_c	1.1.1.100,1.1.1.-,2.3.1.85,2.3.1.86	3614.833	0.0
R468_num10	0.0	actACP_c + h_c + nadph_c --> C4HACP_c + nadp_c	1.1.1.100,1.1.1.-,2.3.1.85,2.3.1.86	113.753	0.0
R468_num9	0.0	actACP_c + h_c + nadph_c --> C4HACP_c + nadp_c	1.1.1.100,1.1.1.-,2.3.1.85,2.3.1.86	240.666	0.0
R468_num8	0.0	actACP_c + h_c + nadph_c --> C4HACP_c + nadp_c	1.1.1.100,1.1.1.-,2.3.1.85,2.3.1.86	251.031	0.0
R468_num7	0.0	actACP_c + h_c + nadph_c --> C4HACP_c + nadp_c	1.1.1.100,1.1.1.-,2.3.1.85,2.3.1.86	557.646	0.0
R468_num6	0.0	actACP_c + h_c + nadph_c --> C4HACP_c + nadp_c	1.1.1.100,1.1.1.-,2.3.1.85,2.3.1.86	1627.676	0.0
R468_num5	0.0	actACP_c + h_c + nadph_c --> C4HACP_c + nadp_c	1.1.1.100,1.1.1.-,2.3.1.85,2.3.1.86	716.749	0.0
R468_num4	0.0	actACP_c + h_c + nadph_c --> C4HACP_c + nadp_c	1.1.1.100,1.1.1.-,2.3.1.85,2.3.1.86	2411.841	0.0
R468_num3	0.0	actACP_c + h_c + nadph_c --> C4HACP_c + nadp_c	1.1.1.100,1.1.1.-,2.3.1.85,2.3.1.86	1200.119	0.0
R467_num13	0.0	acACP_c + malACP_c --> ACP_c + actACP_c + co2_c	2.3.1.41,2.3.1.85,2.3.1.86,2.3.1.179	929.524	0.0
R472_num12	0.0	C40ACP_c + h_c + malACP_c --> ACP_c + C6OACP_c + co2_c	2.3.1.41,2.3.1.85,2.3.1.86,2.3.1.179	353.036	0.0
R467_num12	0.0	acACP_c + malACP_c --> ACP_c + actACP_c + co2_c	2.3.1.41,2.3.1.85,2.3.1.86,2.3.1.179	353.036	0.0
R467_num11	0.0	acACP_c + malACP_c --> ACP_c + actACP_c + co2_c	2.3.1.41,2.3.1.85,2.3.1.86,2.3.1.179	343.98	0.0
R467_num10	0.0	acACP_c + malACP_c --> ACP_c + actACP_c + co2_c	2.3.1.41,2.3.1.85,2.3.1.86,2.3.1.179	113.753	0.0
R467_num9	0.0	acACP_c + malACP_c --> ACP_c + actACP_c + co2_c	2.3.1.41,2.3.1.85,2.3.1.86,2.3.1.179	240.666	0.0
R467_num8	0.0	acACP_c + malACP_c --> ACP_c + actACP_c + co2_c	2.3.1.41,2.3.1.85,2.3.1.86,2.3.1.179	251.031	0.0
R467_num7	0.0	acACP_c + malACP_c --> ACP_c + actACP_c + co2_c	2.3.1.41,2.3.1.85,2.3.1.86,2.3.1.179	557.646	0.0
R467_num6	0.0	acACP_c + malACP_c --> ACP_c + actACP_c + co2_c	2.3.1.41,2.3.1.85,2.3.1.86,2.3.1.179	1627.676	0.0
R467_num5	0.0	acACP_c + malACP_c --> ACP_c + actACP_c + co2_c	2.3.1.41,2.3.1.85,2.3.1.86,2.3.1.179	716.749	0.0
R468_num11	0.0	actACP_c + h_c + nadph_c --> C4HACP_c + nadp_c	1.1.1.100,1.1.1.-,2.3.1.85,2.3.1.86	343.98	0.0
R468_num12	0.0	actACP_c + h_c + nadph_c --> C4HACP_c + nadp_c	1.1.1.100,1.1.1.-,2.3.1.85,2.3.1.86	353.036	0.0
R468_num13	0.0	actACP_c + h_c + nadph_c --> C4HACP_c + nadp_c	1.1.1.100,1.1.1.-,2.3.1.85,2.3.1.86	929.524	0.0
R469_num2	0.0	C4HACP_c --> C4DACP_c + h2o_c	2.3.1.85,2.3.1.86,2.3.1.-,4.2.1.59	538.954	0.0
R472_num11	0.0	C40ACP_c + h_c + malACP_c --> ACP_c + C6OACP_c + co2_c	2.3.1.41,2.3.1.85,2.3.1.86,2.3.1.179	343.98	0.0
R472_num10	0.0	C40ACP_c + h_c + malACP_c --> ACP_c + C6OACP_c + co2_c	2.3.1.41,2.3.1.85,2.3.1.86,2.3.1.179	113.753	0.0
R472_num9	0.0	C40ACP_c + h_c + malACP_c --> ACP_c + C6OACP_c + co2_c	2.3.1.41,2.3.1.85,2.3.1.86,2.3.1.179	240.666	0.0
R472_num8	0.0	C40ACP_c + h_c + malACP_c --> ACP_c + C6OACP_c + co2_c	2.3.1.41,2.3.1.85,2.3.1.86,2.3.1.179	251.031	0.0
R472_num7	0.0	C40ACP_c + h_c + malACP_c --> ACP_c + C6OACP_c + co2_c	2.3.1.41,2.3.1.85,2.3.1.86,2.3.1.179	557.646	0.0
R472_num6	0.0	C40ACP_c + h_c + malACP_c --> ACP_c + C6OACP_c + co2_c	2.3.1.41,2.3.1.85,2.3.1.86,2.3.1.179	1627.676	0.0
R472_num5	0.0	C40ACP_c + h_c + malACP_c --> ACP_c + C6OACP_c + co2_c	2.3.1.41,2.3.1.85,2.3.1.86,2.3.1.179	716.749	0.0
R472_num4	0.0	C40ACP_c + h_c + malACP_c --> ACP_c + C6OACP_c + co2_c	2.3.1.41,2.3.1.85,2.3.1.86,2.3.1.179	2411.841	0.0
R472_num3	0.0	C40ACP_c + h_c + malACP_c --> ACP_c + C6OACP_c + co2_c	2.3.1.41,2.3.1.85,2.3.1.86,2.3.1.179	1200.119	0.0
R472_num2	0.0	C40ACP_c + h_c + malACP_c --> ACP_c + C6OACP_c + co2_c	2.3.1.41,2.3.1.85,2.3.1.86,2.3.1.179	3614.833	0.0
R470_num5	0.0	C4DACP_c + h_c + nadph_c --> C40ACP_c + nadp_c	1.3.1.10,1.3.1.39,1.3.1.104,1.3.1.-	4008.264	0.0
R470_num4	0.0	C4DACP_c + h_c + nadph_c --> C40ACP_c + nadp_c	1.3.1.10,1.3.1.39,1.3.1.104,1.3.1.-	113.753	0.0
R470_num3	0.0	C4DACP_c + h_c + nadph_c --> C40ACP_c + nadp_c	1.3.1.10,1.3.1.39,1.3.1.104,1.3.1.-	240.666	0.0
R470_num2	0.0	C4DACP_c + h_c + nadph_c --> C40ACP_c + nadp_c	1.3.1.10,1.3.1.39,1.3.1.104,1.3.1.-	538.954	0.0
R469_num5	0.0	C4HACP_c --> C4DACP_c + h2o_c	2.3.1.85,2.3.1.86,2.3.1.-,4.2.1.59	4008.264	0.0
R469_num4	0.0	C4HACP_c --> C4DACP_c + h2o_c	2.3.1.85,2.3.1.86,2.3.1.-,4.2.1.59	113.753	0.0
R469_num3	0.0	C4HACP_c --> C4DACP_c + h2o_c	2.3.1.85,2.3.1.86,2.3.1.-,4.2.1.59	240.666	0.0
R478_num12	0.0	C8OACP_c + h_c + nadph_c --> C8HACP_c + nadp_c	1.1.1.100,1.1.1.-,2.3.1.85,2.3.1.86	353.036	0.0
R478_num13	0.0	C8OACP_c + h_c + nadph_c --> C8HACP_c + nadp_c	1.1.1.100,1.1.1.-,2.3.1.85,2.3.1.86	929.524	0.0
R479_num2	0.0	C8HACP_c --> C8DACP_c + h2o_c	2.3.1.85,2.3.1.86,2.3.1.-,4.2.1.59	538.954	0.0
R488_num4	0.0	C12OACP_c + h_c + nadph_c --> C12HACP_c + nadp_c	1.1.1.100,1.1.1.-,2.3.1.85,2.3.1.86	2411.841	0.0
R488_num12	0.0	C12OACP_c + h_c + nadph_c --> C12HACP_c + nadp_c	1.1.1.100,1.1.1.-,2.3.1.85,2.3.1.86	353.036	0.0
R488_num11	0.0	C12OACP_c + h_c + nadph_c --> C12HACP_c + nadp_c	1.1.1.100,1.1.1.-,2.3.1.85,2.3.1.86	343.98	0.0
R488_num10	0.0	C12OACP_c + h_c + nadph_c --> C12HACP_c + nadp_c	1.1.1.100,1.1.1.-,2.3.1.85,2.3.1.86	113.753	0.0
R488_num9	0.0	C12OACP_c + h_c + nadph_c --> C12HACP_c + nadp_c	1.1.1.100,1.1.1.-,2.3.1.85,2.3.1.86	240.666	0.0
R488_num8	0.0	C12OACP_c + h_c + nadph_c --> C12HACP_c + nadp_c	1.1.1.100,1.1.1.-,2.3.1.85,2.3.1.86	251.031	0.0
R488_num7	0.0	C12OACP_c + h_c + nadph_c --> C12HACP_c + nadp_c	1.1.1.100,1.1.1.-,2.3.1.85,2.3.1.86	557.646	0.0
R488_num6	0.0	C12OACP_c + h_c + nadph_c --> C12HACP_c + nadp_c	1.1.1.100,1.1.1.-,2.3.1.85,2.3.1.86	1627.676	0.0
R488_num5	0.0	C12OACP_c + h_c + nadph_c --> C12HACP_c + nadp_c	1.1.1.100,1.1.1.-,2.3.1.85,2.3.1.86	716.749	0.0
R488_num3	0.0	C12OACP_c + h_c + nadph_c --> C12HACP_c + nadp_c	1.1.1.100,1.1.1.-,2.3.1.85,2.3.1.86	1200.119	0.0
R487_num5	0.0	C100ACP_c + h_c + malACP_c --> ACP_c + C12OACP_c + co2_c	2.3.1.41,2.3.1.85,2.3.1.86,2.3.1.179	716.749	0.0
R488_num2	0.0	C12OACP_c + h_c + nadph_c --> C12HACP_c + nadp_c	1.1.1.100,1.1.1.-,2.3.1.85,2.3.1.86	3614.833	0.0
R487_num13	0.0	C100ACP_c + h_c + malACP_c --> ACP_c + C12OACP_c + co2_c	2.3.1.41,2.3.1.85,2.3.1.86,2.3.1.179	929.524	0.0
R487_num12	0.0	C100ACP_c + h_c + malACP_c --> ACP_c + C12OACP_c + co2_c	2.3.1.41,2.3.1.85,2.3.1.86,2.3.1.179	353.036	0.0
R487_num11	0.0	C100ACP_c + h_c + malACP_c --> ACP_c + C12OACP_c + co2_c	2.3.1.41,2.3.1.85,2.3.1.86,2.3.1.179	343.98	0.0
R487_num10	0.0	C100ACP_c + h_c + malACP_c --> ACP_c + C12OACP_c + co2_c	2.3.1.41,2.3.1.85,2.3.1.86,2.3.1.179	113.753	0.0
R487_num9	0.0	C100ACP_c + h_c + malACP_c --> ACP_c + C12OACP_c + co2_c	2.3.1.41,2.3.1.85,2.3.1.86,2.3.1.179	240.666	0.0
R487_num8	0.0	C100ACP_c + h_c + malACP_c --> ACP_c + C12OACP_c + co2_c	2.3.1.41,2.3.1.85,2.3.1.86,2.3.1.179	251.031	0.0
R487_num7	0.0	C100ACP_c + h_c + malACP_c --> ACP_c + C12OACP_c + co2_c	2.3.1.41,2.3.1.85,2.3.1.86,2.3.1.179	557.646	0.0
R488_num13	0.0	C12OACP_c + h_c + nadph_c --> C12HACP_c + nadp_c	1.1.1.100,1.1.1.-,2.3.1.85,2.3.1.86	929.524	0.0
R489_num2	0.0	C12HACP_c --> C12DACP_c + h2o_c	2.3.1.85,2.3.1.86,2.3.1.-,4.2.1.59	538.954	0.0
R489_num3	0.0	C12HACP_c --> C12DACP_c + h2o_c	2.3.1.85,2.3.1.86,2.3.1.-,4.2.1.59	240.666	0.0
R489_num4	0.0	C12HACP_c --> C12DACP_c + h2o_c	2.3.1.85,2.3.1.86,2.3.1.-,4.2.1.59	113.753	0.0
R492_num13	0.0	dodecacp_c + h_c + malACP_c --> ACP_c + C14OACP_c + co2_c	2.3.1.41,2.3.1.85,2.3.1.86,2.3.1.179	929.524	0.0
R492_num12	0.0	dodecacp_c + h_c + malACP_c --> ACP_c + C14OACP_c + co2_c	2.3.1.41,2.3.1.85,2.3.1.86,2.3.1.179	353.036	0.0
R492_num11	0.0	dodecacp_c + h_c + malACP_c --> ACP_c + C14OACP_c + co2_c	2.3.1.41,2.3.1.85,2.3.1.86,2.3.1.179	343.98	0.0
R492_num10	0.0	dodecacp_c + h_c + malACP_c --> ACP_c + C14OACP_c + co2_c	2.3.1.41,2.3.1.85,2.3.1.86,2.3.1.179	113.753	0.0
R492_num9	0.0	dodecacp_c + h_c + malACP_c --> ACP_c + C14OACP_c + co2_c	2.3.1.41,2.3.1.85,2.3.1.86,2.3.1.179	240.666	0.0
R492_num8	0.0	dodecacp_c + h_c + malACP_c --> ACP_c + C14OACP_c + co2_c	2.3.1.41,2.3.1.85,2.3.1.86,2.3.1.179	251.031	0.0
R492_num7	0.0	dodecacp_c + h_c + malACP_c --> ACP_c + C14OACP_c + co2_c	2.3.1.41,2.3.1.85,2.3.1.86,2.3.1.179	557.646	0.0
R492_num6	0.0	dodecacp_c + h_c + malACP_c --> ACP_c + C14OACP_c + co2_c	2.3.1.41,2.3.1.85,2.3.1.86,2.3.1.179	1627.676	0.0
R492_num5	0.0	dodecacp_c + h_c + malACP_c --> ACP_c + C14OACP_c + co2_c	2.3.1.41,2.3.1.85,2.3.1.86,2.3.1.179	716.749	0.0
R492_num4	0.0	dodecacp_c + h_c + malACP_c --> ACP_c + C14OACP_c + co2_c	2.3.1.41,2.3.1.85,2.3.1.86,2.3.1.179	2411.841	0.0
R492_num3	0.0	dodecacp_c + h_c + malACP_c --> ACP_c + C14OACP_c + co2_c	2.3.1.41,2.3.1.85,2.3.1.86,2.3.1.179	1200.119	0.0
R492_num2	0.0	dodecacp_c + h_c + malACP_c --> ACP_c + C14OACP_c + co2_c	2.3.1.41,2.3.1.85,2.3.1.86,2.3.1.179	3614.833	0.0
R490_num5	0.0	C12DACP_c + h_c + nadph_c --> dodecacp_c + nadp_c	1.3.1.10,1.3.1.39,1.3.1.104,1.3.1.-	4008.264	0.0
R490_num4	0.0	C12DACP_c + h_c + nadph_c --> dodecacp_c + nadp_c	1.3.1.10,1.3.1.39,1.3.1.104,1.3.1.-	113.753	0.0
R490_num3	0.0	C12DACP_c + h_c + nadph_c --> dodecacp_c + nadp_c	1.3.1.10,1.3.1.39,1.3.1.104,1.3.1.-	240.666	0.0
R490_num2	0.0	C12DACP_c + h_c + nadph_c --> dodecacp_c + nadp_c	1.3.1.10,1.3.1.39,1.3.1.104,1.3.1.-	538.954	0.0
R489_num5	0.0	C12HACP_c --> C12DACP_c + h2o_c	2.3.1.85,2.3.1.86,2.3.1.-,4.2.1.59	4008.264	0.0
R487_num6	0.0	C100ACP_c + h_c + malACP_c --> ACP_c + C12OACP_c + co2_c	2.3.1.41,2.3.1.85,2.3.1.86,2.3.1.179	1627.676	0.0
R487_num4	0.0	C100ACP_c + h_c + malACP_c --> ACP_c + C12OACP_c + co2_c	2.3.1.41,2.3.1.85,2.3.1.86,2.3.1.179	2411.841	0.0
R479_num3	0.0	C8HACP_c --> C8DACP_c + h2o_c	2.3.1.85,2.3.1.86,2.3.1.-,4.2.1.59	240.666	0.0
R482_num5	0.0	C80ACP_c + h_c + malACP_c --> ACP_c + C10OACP_c + co2_c	2.3.1.41,2.3.1.85,2.3.1.86,2.3.1.179	716.749	0.0
R482_num13	0.0	C80ACP_c + h_c + malACP_c --> ACP_c + C10OACP_c + co2_c	2.3.1.41,2.3.1.85,2.3.1.86,2.3.1.179	929.524	0.0
R482_num12	0.0	C80ACP_c + h_c + malACP_c --> ACP_c + C10OACP_c + co2_c	2.3.1.41,2.3.1.85,2.3.1.86,2.3.1.179	353.036	0.0
R482_num11	0.0	C80ACP_c + h_c + malACP_c --> ACP_c + C10OACP_c + co2_c	2.3.1.41,2.3.1.85,2.3.1.86,2.3.1.179	343.98	0.0
R482_num10	0.0	C80ACP_c + h_c + malACP_c --> ACP_c + C10OACP_c + co2_c	2.3.1.41,2.3.1.85,2.3.1.86,2.3.1.179	113.753	0.0
R482_num9	0.0	C80ACP_c + h_c + malACP_c --> ACP_c + C10OACP_c + co2_c	2.3.1.41,2.3.1.85,2.3.1.86,2.3.1.179	240.666	0.0
R482_num8	0.0	C80ACP_c + h_c + malACP_c --> ACP_c + C10OACP_c + co2_c	2.3.1.41,2.3.1.85,2.3.1.86,2.3.1.179	251.031	0.0
R482_num7	0.0	C80ACP_c + h_c + malACP_c --> ACP_c + C10OACP_c + co2_c	2.3.1.41,2.3.1.85,2.3.1.86,2.3.1.179	557.646	0.0
R482_num6	0.0	C80ACP_c + h_c + malACP_c --> ACP_c + C10OACP_c + co2_c	2.3.1.41,2.3.1.85,2.3.1.86,2.3.1.179	1627.676	0.0
R482_num4	0.0	C80ACP_c + h_c + malACP_c --> ACP_c + C10OACP_c + co2_c	2.3.1.41,2.3.1.85,2.3.1.86,2.3.1.179	2411.841	0.0
R487_num3	0.0	C100ACP_c + h_c + malACP_c --> ACP_c + C12OACP_c + co2_c	2.3.1.41,2.3.1.85,2.3.1.86,2.3.1.179	1200.119	0.0
R482_num3	0.0	C80ACP_c + h_c + malACP_c --> ACP_c + C10OACP_c + co2_c	2.3.1.41,2.3.1.85,2.3.1.86,2.3.1.179	1200.119	0.0
R482_num2	0.0	C80ACP_c + h_c + malACP_c --> ACP_c + C10OACP_c + co2_c	2.3.1.41,2.3.1.85,2.3.1.86,2.3.1.179	3614.833	0.0
R480_num5	0.0	C8DACP_c + h_c + nadph_c --> C80ACP_c + nadp_c	1.3.1.10,1.3.1.39,1.3.1.104,1.3.1.-	4008.264	0.0
R480_num4	0.0	C8DACP_c + h_c + nadph_c --> C80ACP_c + nadp_c	1.3.1.10,1.3.1.39,1.3.1.104,1.3.1.-	113.753	0.0
R480_num3	0.0	C8DACP_c + h_c + nadph_c --> C80ACP_c + nadp_c	1.3.1.10,1.3.1.39,1.3.1.104,1.3.1.-	240.666	0.0
R480_num2	0.0	C8DACP_c + h_c + nadph_c --> C80ACP_c + nadp_c	1.3.1.10,1.3.1.39,1.3.1.104,1.3.1.-	538.954	0.0
R479_num5	0.0	C8HACP_c --> C8DACP_c + h2o_c	2.3.1.85,2.3.1.86,2.3.1.-,4.2.1.59	4008.264	0.0
R479_num4	0.0	C8HACP_c --> C8DACP_c + h2o_c	2.3.1.85,2.3.1.86,2.3.1.-,4.2.1.59	113.753	0.0
R483_num2	0.0	C10OACP_c + h_c + nadph_c --> C10HACP_c + nadp_c	1.1.1.100,1.1.1.-,2.3.1.85,2.3.1.86	3614.833	0.0
R483_num3	0.0	C10OACP_c + h_c + nadph_c --> C10HACP_c + nadp_c	1.1.1.100,1.1.1.-,2.3.1.85,2.3.1.86	1200.119	0.0
R483_num4	0.0	C10OACP_c + h_c + nadph_c --> C10HACP_c + nadp_c	1.1.1.100,1.1.1.-,2.3.1.85,2.3.1.86	2411.841	0.0
R483_num5	0.0	C10OACP_c + h_c + nadph_c --> C10HACP_c + nadp_c	1.1.1.100,1.1.1.-,2.3.1.85,2.3.1.86	716.749	0.0
R487_num2	0.0	C100ACP_c + h_c + malACP_c --> ACP_c + C12OACP_c + co2_c	2.3.1.41,2.3.1.85,2.3.1.86,2.3.1.179	3614.833	0.0
R485_num5	0.0	C10DACP_c + h_c + nadph_c --> C100ACP_c + nadp_c	1.3.1.10,1.3.1.39,1.3.1.104,1.3.1.-	4008.264	0.0
R485_num4	0.0	C10DACP_c + h_c + nadph_c --> C100ACP_c + nadp_c	1.3.1.10,1.3.1.39,1.3.1.104,1.3.1.-	113.753	0.0
R485_num3	0.0	C10DACP_c + h_c + nadph_c --> C100ACP_c + nadp_c	1.3.1.10,1.3.1.39,1.3.1.104,1.3.1.-	240.666	0.0
R485_num2	0.0	C10DACP_c + h_c + nadph_c --> C100ACP_c + nadp_c	1.3.1.10,1.3.1.39,1.3.1.104,1.3.1.-	538.954	0.0
R484_num5	0.0	C10HACP_c --> C10DACP_c + h2o_c	2.3.1.85,2.3.1.86,2.3.1.-,4.2.1.59	4008.264	0.0
R484_num4	0.0	C10HACP_c --> C10DACP_c + h2o_c	2.3.1.85,2.3.1.86,2.3.1.-,4.2.1.59	113.753	0.0
R484_num3	0.0	C10HACP_c --> C10DACP_c + h2o_c	2.3.1.85,2.3.1.86,2.3.1.-,4.2.1.59	240.666	0.0
R484_num2	0.0	C10HACP_c --> C10DACP_c + h2o_c	2.3.1.85,2.3.1.86,2.3.1.-,4.2.1.59	538.954	0.0
R483_num13	0.0	C10OACP_c + h_c + nadph_c --> C10HACP_c + nadp_c	1.1.1.100,1.1.1.-,2.3.1.85,2.3.1.86	929.524	0.0
R483_num12	0.0	C10OACP_c + h_c + nadph_c --> C10HACP_c + nadp_c	1.1.1.100,1.1.1.-,2.3.1.85,2.3.1.86	353.036	0.0
R483_num11	0.0	C10OACP_c + h_c + nadph_c --> C10HACP_c + nadp_c	1.1.1.100,1.1.1.-,2.3.1.85,2.3.1.86	343.98	0.0
R483_num10	0.0	C10OACP_c + h_c + nadph_c --> C10HACP_c + nadp_c	1.1.1.100,1.1.1.-,2.3.1.85,2.3.1.86	113.753	0.0
R483_num9	0.0	C10OACP_c + h_c + nadph_c --> C10HACP_c + nadp_c	1.1.1.100,1.1.1.-,2.3.1.85,2.3.1.86	240.666	0.0
R483_num8	0.0	C10OACP_c + h_c + nadph_c --> C10HACP_c + nadp_c	1.1.1.100,1.1.1.-,2.3.1.85,2.3.1.86	251.031	0.0
R483_num7	0.0	C10OACP_c + h_c + nadph_c --> C10HACP_c + nadp_c	1.1.1.100,1.1.1.-,2.3.1.85,2.3.1.86	557.646	0.0
R483_num6	0.0	C10OACP_c + h_c + nadph_c --> C10HACP_c + nadp_c	1.1.1.100,1.1.1.-,2.3.1.85,2.3.1.86	1627.676	0.0
R524_num10	0.0	C9OACP_c + h_c + nadph_c --> C9HACP_c + nadp_c	1.1.1.100,1.1.1.-	343.98	0.0
R526_num2	0.0	C9DACP_c + h_c + nadph_c --> C90ACP_c + nadp_c	1.3.1.9	2078.497	0.0
R628_num7	0.0	C60COA_x + fad_x + h_x --> fadh2_x + hx2coa_x	1.3.3.6,1.3.8.1,1.3.8.7,1.3.8.8	352.291	0.0
R601_num3	0.0	C162_c + atp_c + coa_c --> C162COA_c + amp_c + ppi_c	6.2.1.3	351.751	0.0
R602_num5	0.0	C170_c + atp_c + coa_c --> amp_c + hepdcoa_c + ppi_c	6.2.1.3	685.156	0.0
R602_num4	0.0	C170_c + atp_c + coa_c --> amp_c + hepdcoa_c + ppi_c	6.2.1.3	249.937	0.0
R602_num3	0.0	C170_c + atp_c + coa_c --> amp_c + hepdcoa_c + ppi_c	6.2.1.3	351.751	0.0
R602_num2	0.0	C170_c + atp_c + coa_c --> amp_c + hepdcoa_c + ppi_c	6.2.1.3	498.235	0.0
R601_num7	0.0	C162_c + atp_c + coa_c --> C162COA_c + amp_c + ppi_c	6.2.1.3	387.042	0.0
R601_num6	0.0	C162_c + atp_c + coa_c --> C162COA_c + amp_c + ppi_c	6.2.1.3	213.371	0.0
R601_num5	0.0	C162_c + atp_c + coa_c --> C162COA_c + amp_c + ppi_c	6.2.1.3	685.156	0.0
R601_num4	0.0	C162_c + atp_c + coa_c --> C162COA_c + amp_c + ppi_c	6.2.1.3	249.937	0.0
R601_num2	0.0	C162_c + atp_c + coa_c --> C162COA_c + amp_c + ppi_c	6.2.1.3	498.235	0.0
R602_num7	0.0	C170_c + atp_c + coa_c --> amp_c + hepdcoa_c + ppi_c	6.2.1.3	387.042	0.0
R600_num7	0.0	C161_c + atp_c + coa_c --> amp_c + hdd2coa_c + ppi_c	6.2.1.3	387.042	0.0
R600_num6	0.0	C161_c + atp_c + coa_c --> amp_c + hdd2coa_c + ppi_c	6.2.1.3	213.371	0.0
R600_num5	0.0	C161_c + atp_c + coa_c --> amp_c + hdd2coa_c + ppi_c	6.2.1.3	685.156	0.0
R600_num4	0.0	C161_c + atp_c + coa_c --> amp_c + hdd2coa_c + ppi_c	6.2.1.3	249.937	0.0
R600_num3	0.0	C161_c + atp_c + coa_c --> amp_c + hdd2coa_c + ppi_c	6.2.1.3	351.751	0.0
R600_num2	0.0	C161_c + atp_c + coa_c --> amp_c + hdd2coa_c + ppi_c	6.2.1.3	498.235	0.0
R599_num7	0.0	C150_c + atp_c + coa_c --> amp_c + pentdcoa_c + ppi_c	6.2.1.3	387.042	0.0
R599_num6	0.0	C150_c + atp_c + coa_c --> amp_c + pentdcoa_c + ppi_c	6.2.1.3	213.371	0.0
R602_num6	0.0	C170_c + atp_c + coa_c --> amp_c + hepdcoa_c + ppi_c	6.2.1.3	213.371	0.0
R603_num2	0.0	C171_c + atp_c + coa_c --> C171COA_c + amp_c + ppi_c	6.2.1.3	498.235	0.0
R606_num5	0.0	atp_c + coa_c + lnlc_c --> amp_c + lnlccoa_c + ppi_c	6.2.1.3	234.62	0.0
R604_num7	0.0	atp_c + coa_c + ocdca_c --> amp_c + ppi_c + stcoa_c	6.2.1.3	202.202	0.0
R606_num3	0.0	atp_c + coa_c + lnlc_c --> amp_c + lnlccoa_c + ppi_c	6.2.1.3	100.749	0.0
R606_num2	0.0	atp_c + coa_c + lnlc_c --> amp_c + lnlccoa_c + ppi_c	6.2.1.3	223.032	0.0
R605_num7	0.0	atp_c + coa_c + ocdcea_c --> amp_c + ocdce9coa_c + ppi_c	6.2.1.3	202.202	0.0
